Game Title,Year,Publisher,North America,Europe,Japan,Rest of World,Global,Number of Reviews,Summary,Wishlist,Platform,Genre,Rating
Castlevania: Order of Ecclesia,2007.0,,0.08,0.02,0.0,0.01,0.17,483.0,"Use the brand new Glyph system with over 100 different attack combinations to battle Dracula and his minions throughout 20 explorable areas! Take part in side quests and collect items to power up! Experience a gripping storyline featuring new characters!
             

              In the absence of the Holy Whip, those who live in fear of Dracula seek a replacement, which takes the form of the Order of Ecclesia, an organization that holds the secret to manipulating Glyphs. Shanoa, a young woman possessed with a unique ability to channel Glyphs, is chosen as our protector. This is her destiny and the story of the sacred Order of Ecclesia.",540.0,2600,RPG,7.238706636708615
Until Dawn,2015.0,Sony Computer Entertainment Europe,0.44,0.89,0.05,0.25,1.64,812.0,"Until Dawn is an interactive drama survival horror video game. It was originally scheduled to be released on the PlayStation 3 and feature PlayStation Move support, but in August 2014, the game was reintroduced as a PlayStation 4 exclusive.
             

              Until Dawn is designed to be played multiple times, as players will miss out on quite a bit of content with a single playthrough. Each will last about nine hours in length and the game mechanics utilize a new in-game system called the ""Butterfly Effect"" in which any choice of action by the player may cause unforeseen consequences later on. For example, locating a weapon in an earlier chapter may allow the player to pick it up down the line when a chase scene leads back to the same room. Throughout the game, players will make difficult decisions during ethical or moral dilemmas, such as sacrificing one character to save another. The Butterfly Effect system blurs the line between right and wrong decisions and it is possible for players to keep all eight characters alive as well as having all eight of them die, allowing for many different paths and scenarios as well as offering several different endings. Until Dawn has a strict auto-save system to prevent players from reloading a previous save file to an earlier point in the game if they regret an in-game decision they have made. The only way to change the player's choice is to restart the game from the beginning or continue to the end and start a new game. In a developer interview, it has been said that Until Dawn has ""hundreds of endings"". Different endings have different variations depending on the combination of characters alive at the end of the game.
             

              The gameplay is focused on exploration, quick-time events and discovering clues as well as making decisions. There is an in-game system that will keep track of all of the clues and secrets players have discovered in total, even if there are multiple playthroughs; these clues will allow the player to piece together the mysteries of Blackwood. In terms of the gameplay mechanics and theme, Until Dawn has been noted to be similar to Heavy Rain and Beyond: Two Souls.
             

              Until Dawn was met with a positive critical response upon release, with praise directed at the visuals, choice mechanic, horror elements, music, voice acting and gameplay design. Most of the criticism the game drew was concerning the story, mostly the second half, camera angles, character movements and partially linear plot.",585.0,PS4,Adventure,7.31279509911201
Pokémon Shield,2007.0,,0.08,0.02,0.0,0.01,0.17,548.0,"Unsheathe your sword and take up your shield!
             

              The world of Pokémon expands to include the Galar region in Pokémon Sword and Pokémon Shield!",253.0,2600,Adventure,7.189947510786648
Pokémon Sword,2007.0,,0.08,0.02,0.0,0.01,0.17,837.0,"Unsheathe your sword and take up your shield!
             

              The world of Pokémon expands to include the Galar region in Pokémon Sword and Pokémon Shield!",500.0,2600,RPG,7.184725431052226
Unpacking,2007.0,,0.08,0.02,0.0,0.01,0.17,751.0,"Unpacking is a zen puzzle game about the familiar experience of pulling possessions out of boxes and fitting them into a new home. Part block-fitting puzzle, part home decoration, you are invited to create a satisfying living space while learning clues about the life you’re unpacking.
             

              Over the course of eight house moves, you are given a chance to experience a sense of intimacy with a character you never see and a story you’re never told.",1.3K,2600,Indie,7.072461906752364
Saints Row IV,2007.0,,0.08,0.02,0.0,0.01,0.17,386.0,"Unlike the first three games in the franchise, Saints Row 4 does not center around the main character defeating three rival gangs in order to take over a city. The Saints have now become a household name, and their leader has become the president of the Unites States. The antagonists in Saints Row 4 are an invading alien race known as the Zin. Most of the game takes place within a computer simulation of the city of Steelport controlled by the Zin, where the protagonist is attempting to free himself and his companions.",176.0,2600,Adventure,7.245250690364996
The Sims 4,2007.0,,0.08,0.02,0.0,0.01,0.17,458.0,"Unleash your imagination and create a unique world of Sims that's an expression of you! Explore and customize every detail from Sims to homes, and much more with The Sims 4. Life, and Sims, are yours to control. Customize your unique Sims, design their homes & take them on wild adventures through celebdom, romance, holidays and more.",110.0,2600,RPG,7.219268117497611
Altered Beast,2007.0,,0.08,0.02,0.0,0.01,0.17,211.0,"Unleash metamorphic power. ""Awaken, dead warrior!"" cries Zeus, God of Thunder. And you rise. Called upon to live again, you kick, punch, grapple and tear at the inhuman and monstrous flesh of horrible, dangerous underworld henchmen out to do you wrong. Savagely intent upon rescuing Athena, daughter of Zeus, from the demon god Neff, you stalk the bowels of Hades and beyond.
             

              What you are now you will not be. You are the Altered Beast - bestowed with five formidable forces of transformation - each more ferocious, more overwhelming, than the last. By battling, conquering and capturing spirit balls, your metamorphic powers will grow. But to what end?
             

              The final confrontation. Your triumph over crocodile worms, hammer demons and grave masters brings on the horror of Neff himself. But boldness and cunning will be rewarded - in the ultimate Altered Beast!
             

              Transformation is the ultimate power.",55.0,2600,Brawler,7.153056943999357
Donkey Kong Country Returns,2010.0,Nintendo,3.25,1.84,1.03,0.47,6.59,521.0,"Under the influence of a group of evil Tikis, the animals of Donkey Kong Island have raided Donkey Kong's banana hoard and stolen his stash of bananas - and being an ape of large appetites he understandably wants them back. Good thing that you are along for the ride. With Donkey Kong Country Returns, Retro Studios brings Donkey Kong back to a banana and platforming hungry public in a new side-scrolling adventure with familiar characters and new levels that reignite the passion players had for the Super NES original and all things Donkey Kong.",443.0,Wii,Platform,8.901739124881672
13 Sentinels: Aegis Rim,2007.0,,0.08,0.02,0.0,0.01,0.17,1.2K,"Uncover the truth and delve into a 2D sidescrolling adventure featuring gorgeous art and environments. Then, battle the kaiju in fast-paced, top-down combat. Customize the Sentinels with an arsenal of mechsuit weaponry, and fight to defend humanity!",2.5K,2600,Adventure,7.386820685176936
Ghost of Tsushima,2007.0,,0.08,0.02,0.0,0.01,0.17,1.4K,"Uncover the hidden wonders of Tsushima in this open-world action adventure. Forge a new path and wage an unconventional war for the freedom of Tsushima. Challenge opponents with your katana, master the bow to eliminate distant threats, develop stealth tactics to ambush enemies in order to win over the mongols.",3.1K,2600,Adventure,7.35596378516153
Uncharted: The Nathan Drake Collection,2007.0,,0.08,0.02,0.0,0.01,0.17,363.0,"Uncharted: The Nathan Drake Collection is a remastered compilation of the action-adventure shooter platform video games Drake's Fortune, Among Thieves, and Drake's Deception. Ported by Bluepoint Games, the collection was released exclusively for the PlayStation 4 on October 7, 2015 in Europe and October 9th, 2015 in North America.
             

              The Nathan Drake Collection features the original three games in the Uncharted series with 1080p resolution, 60 frames per second, better lighting, textures and models. The collection also implements a ""Photo Mode"", a mode where the player can freeze the game at any moment to take personalized screenshots, derived from Naughty Dog's other remastered entry, The Last of Us Remastered, as well as new trophies. The ported games only include their respective single-player modes.
             

              The pre-ordered version of The Nathan Drake Collection includes the ""Nathan Drake Pack"", which consists of single-player skins of iconic Nathan Drake outfits, as well as two weapons: the Golden AK-47 and Golden 92FS - 9mm. Pre-ordering the collection as a digital download through the PlayStation Store would also give an exclusive Uncharted: The Nathan Drake Collection PlayStation 4 dynamic theme.
             

              Purchasing The Nathan Drake Collection, and owning a valid subscription to PlayStation Plus, before the expiry date of December 13, 2015 would grant the player exclusive access to the multiplayer beta of A Thief's End.",319.0,2600,Platform,7.305053846505409
